t_recv_s,t_stamp_s,phase,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,pos1_deg,pos2_deg,pos3_deg,pos4_deg,pos5_deg,pos6_deg,vel1_dps,vel2_dps,vel3_dps,vel4_dps,vel5_dps,vel6_dps
0.0591,1790121169.3172,idle,,,,,,,0.0000,-49.9900,-59.9800,0.0000,-39.9900,-0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1716,1790121169.4295,ramp_j5_start,0.0000,-49.9900,-59.9800,0.0000,-39.9900,-0.0100,0.0000,-49.9900,-59.9900,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2863,1790121169.5445,ramp_j5_start,0.0000,-49.9900,-59.9800,0.0000,-39.9900,-0.0100,0.0000,-49.9900,-59.9800,0.0000,-39.9900,0.0000,0.0000,0.1900,0.2900,0.0000,0.0000,0.0000
0.4015,1790121169.6598,ramp_j5_start,0.0000,-49.9900,-59.9800,0.0000,-39.9900,-0.0100,0.0000,-49.9800,-59.9700,0.0000,-39.9800,-0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5146,1790121169.7727,ramp_j5_start,0.0000,-49.9900,-59.9800,0.0000,-39.9900,-0.0100,0.0000,-49.9900,-59.9600,0.0000,-39.9900,-0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6262,1790121169.8843,ramp_j5_start,0.0000,-49.9900,-59.9800,0.0000,-39.9900,-0.0100,0.0000,-49.9800,-59.9700,0.0000,-39.9900,-0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7342,1790121169.9924,ramp_j5_start,0.0000,-49.9900,-59.9800,0.0000,-39.9900,-0.0100,0.0000,-49.9900,-59.9700,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8424,1790121170.1006,ramp_j5_start,0.0000,-49.9900,-59.9800,0.0000,-39.9900,-0.0100,0.0000,-49.9800,-59.9700,0.0000,-39.9900,-0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9769,1790121170.2349,ramp_j5_start,0.0000,-49.9900,-59.9800,0.0000,-39.9900,-0.0100,0.0000,-49.9800,-59.9600,0.0000,-39.9900,-0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1021,1790121170.3598,ramp_j5_start,0.0000,-49.9900,-59.9800,0.0000,-39.9900,-0.0100,0.0000,-49.9900,-59.9700,0.0000,-39.9900,-0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2167,1790121170.4748,ramp_j5_out,0.0000,-49.9900,-59.9800,0.0000,-39.6183,-0.0100,0.0000,-49.9800,-59.9700,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3249,1790121170.5827,ramp_j5_out,0.0000,-49.9900,-59.9800,0.0000,-39.0730,-0.0100,0.0000,-49.9900,-59.9700,0.0000,-39.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.7500,0.0000
1.4400,1790121170.6981,ramp_j5_out,0.0000,-49.9900,-59.9800,0.0000,-38.5088,-0.0100,0.0000,-49.9800,-59.9600,0.0000,-39.7500,0.0000,0.0000,0.0000,0.0000,0.0000,3.4900,0.0000
