t_recv_s,t_stamp_s,phase,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,pos1_deg,pos2_deg,pos3_deg,pos4_deg,pos5_deg,pos6_deg,vel1_dps,vel2_dps,vel3_dps,vel4_dps,vel5_dps,vel6_dps
0.2633,1790119771.4046,idle,,,,,,,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2636,1790119771.5091,idle,,,,,,,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2645,1790119771.6172,ramp_j6_start,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,0.0000,-50.0000,-60.0000,0.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3572,1790119771.7326,ramp_j6_start,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,0.0000,-50.0100,-60.0100,0.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4722,1790119771.8476,ramp_j6_start,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,0.0000,-50.0100,-60.0000,0.0000,-40.0200,0.0000,-0.0700,0.0000,0.3300,0.0000,-0.7800,0.0000
0.5804,1790119771.9557,ramp_j6_start,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,-0.0100,-50.0000,-59.9900,0.0000,-40.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000
0.6954,1790119772.0708,ramp_j6_start,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,-0.0200,-50.0100,-59.9900,0.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8078,1790119772.1829,ramp_j6_start,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,-0.0200,-50.0100,-59.9900,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9147,1790119772.2902,ramp_j6_start,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,-0.0100,-50.0100,-59.9900,0.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0228,1790119772.3983,ramp_j6_start,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,-0.0100,-50.0100,-59.9900,0.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1346,1790119772.5098,ramp_j6_start,-0.0100,-50.0000,-60.0100,0.0000,-40.0000,0.0000,-0.0100,-50.0100,-59.9900,0.0000,-40.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
