t_recv_s,t_stamp_s,phase,cmd1_deg,cmd2_deg,cmd3_deg,cmd4_deg,cmd5_deg,cmd6_deg,pos1_deg,pos2_deg,pos3_deg,pos4_deg,pos5_deg,pos6_deg,vel1_dps,vel2_dps,vel3_dps,vel4_dps,vel5_dps,vel6_dps
0.0677,1790119755.9717,idle,,,,,,,0.0000,-50.0000,-60.0000,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1862,1790119756.0903,ramp_j5_start,0.0000,-50.0000,-60.0000,0.0000,-39.9900,0.0000,0.0000,-50.0100,-60.0100,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2971,1790119756.2014,ramp_j5_start,0.0000,-50.0000,-60.0000,0.0000,-39.9900,0.0000,-0.0100,-50.0100,-60.0100,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4164,1790119756.3199,ramp_j5_start,0.0000,-50.0000,-60.0000,0.0000,-39.9900,0.0000,0.0000,-50.0100,-60.0100,0.0000,-39.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5270,1790119756.4309,ramp_j5_start,0.0000,-50.0000,-60.0000,0.0000,-39.9900,0.0000,0.0000,-50.0100,-60.0100,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6345,1790119756.5386,ramp_j5_start,0.0000,-50.0000,-60.0000,0.0000,-39.9900,0.0000,0.0000,-50.0100,-60.0000,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7535,1790119756.6574,ramp_j5_start,0.0000,-50.0000,-60.0000,0.0000,-39.9900,0.0000,-0.0100,-50.0100,-60.0100,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8644,1790119756.7684,ramp_j5_start,0.0000,-50.0000,-60.0000,0.0000,-39.9900,0.0000,0.0000,-50.0100,-60.0100,0.0000,-39.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9680,1790119756.8720,ramp_j5_start,0.0000,-50.0000,-60.0000,0.0000,-39.9900,0.0000,-0.0100,-50.0100,-60.0100,0.0000,-39.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0718,1790119756.9759,ramp_j5_start,0.0000,-50.0000,-60.0000,0.0000,-39.9900,0.0000,0.0000,-50.0100,-60.0100,0.0000,-39.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1787,1790119757.0829,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-39.8057,0.0000,-0.0100,-50.0100,-60.0100,0.0000,-39.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2867,1790119757.1906,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-39.4286,0.0000,0.0000,-50.0100,-60.0100,0.0000,-39.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.6800,0.0000
1.4012,1790119757.3053,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-38.7029,0.0000,-0.0100,-50.0000,-60.0100,0.0000,-39.5900,0.0000,0.0000,0.0000,0.0000,0.0000,4.2100,0.0000
1.5137,1790119757.4176,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-38.1611,0.0000,0.0000,-50.0100,-60.0000,0.0000,-39.1400,0.0000,0.0000,0.0000,0.0000,0.0000,7.5200,0.0000
1.6319,1790119757.5359,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-37.6193,0.0000,-0.0100,-50.0100,-60.0000,0.0000,-38.3200,0.0000,0.0000,0.0000,0.0000,0.0000,4.1700,0.0000
1.7467,1790119757.6506,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-37.0612,0.0000,-0.0100,-50.0100,-60.0000,0.0000,-37.9100,0.0000,0.0000,0.0000,0.0000,0.0000,6.1500,0.0000
1.8577,1790119757.7618,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-36.5064,0.0000,-0.0100,-50.0100,-60.0000,0.0000,-37.3100,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000
1.9727,1790119757.8767,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-35.9551,0.0000,0.0000,-50.0000,-60.0000,0.0000,-36.7800,0.0000,0.0000,0.0000,0.0000,0.0000,5.6600,0.0000
2.0763,1790119757.9803,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-35.4091,0.0000,0.0000,-50.0000,-60.0100,0.0000,-36.2200,0.0000,0.0000,0.0000,0.0000,0.0000,5.2900,0.0000
2.1838,1790119758.0879,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-34.8649,0.0000,-0.0100,-50.0100,-60.0100,0.0000,-35.6300,0.0000,0.0000,0.0000,0.0000,0.0000,5.2100,0.0000
2.2950,1790119758.1991,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-34.3248,0.0000,0.0000,-50.0100,-60.0000,0.0000,-35.1800,0.0000,0.0000,0.0000,0.0000,0.0000,6.8000,0.0000
2.4172,1790119758.3213,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-33.7578,0.0000,0.0000,-50.0100,-60.0000,0.0000,-34.4900,0.0000,0.0000,0.0000,0.0000,0.0000,5.7500,0.0000
2.5246,1790119758.4287,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-33.2078,0.0000,0.0000,-50.0000,-60.0100,0.0000,-34.1300,0.0000,0.0000,0.0000,0.0000,0.0000,7.0800,0.0000
2.6361,1790119758.5399,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-32.6468,0.0000,0.0000,-50.0100,-60.0100,0.0000,-33.3400,0.0000,0.0000,0.0000,0.0000,0.0000,7.5400,0.0000
2.7549,1790119758.6588,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-32.0898,0.0000,-0.0100,-50.0000,-60.0000,0.0000,-32.9600,0.0000,0.0000,0.0000,0.0000,0.0000,6.5900,0.0000
2.8701,1790119758.7741,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-31.3664,0.0000,0.0000,-50.0100,-60.0100,0.0000,-32.3100,0.0000,0.0000,0.0000,0.0000,0.0000,6.9800,0.0000
2.9885,1790119758.8927,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-30.8138,0.0000,-0.0100,-50.0000,-60.0100,0.0000,-31.7700,0.0000,0.0000,0.0000,0.0000,0.0000,7.9900,0.0000
3.1147,1790119759.0188,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-30.2741,0.0000,-0.0100,-50.0100,-60.0100,0.0000,-30.9800,0.0000,0.0000,0.0000,0.0000,0.0000,4.9100,0.0000
3.2334,1790119759.1375,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-29.5400,0.0000,0.0000,-50.0200,-60.0000,0.0000,-30.5500,0.0000,0.0000,0.0000,0.0000,0.0000,6.5800,0.0000
3.3553,1790119759.2594,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-28.9982,0.0000,0.0000,-50.0100,-60.0100,0.0000,-29.9200,0.0000,0.0000,0.0000,0.0000,0.0000,7.7900,0.0000
3.4664,1790119759.3705,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-28.4433,0.0000,-0.0100,-50.0000,-60.0100,0.0000,-29.1000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6800,0.0000
3.5774,1790119759.4816,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-27.8861,0.0000,0.0000,-50.0100,-60.0000,0.0000,-28.7600,0.0000,0.0000,0.0000,0.0000,0.0000,6.8800,0.0000
3.6852,1790119759.5892,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-27.3285,0.0000,-0.0100,-50.0000,-60.0100,0.0000,-28.1300,0.0000,0.0000,0.0000,0.0000,0.0000,6.2100,0.0000
3.7961,1790119759.7002,ramp_j5_out,0.0000,-50.0000,-60.0000,0.0000,-26.7647,0.0000,-0.0100,-50.0100,-60.0100,0.0000,-27.5900,0.0000,0.0000,0.0000,0.0000,0.0000,6.5900,0.0000
