t_s,commanded_position,force_pct,initialised,grip_state,position
0.145,1000,20,1,1,1000
0.233,1000,20,1,1,1000
0.333,1000,20,1,1,1000
0.435,1000,20,1,1,1000
0.533,1000,20,1,1,1000
0.633,1000,20,1,1,1000
0.734,1000,20,1,1,1000
0.834,1000,20,1,1,1000
0.935,1000,20,1,1,1000
1.034,1000,20,1,1,1000
1.133,1000,20,1,1,1000
1.234,1000,20,1,1,1000
1.333,1000,20,1,1,1000
1.435,1000,20,1,1,1000
1.533,1000,20,1,1,1000
1.633,1000,20,1,1,1000
1.735,1000,20,1,1,1000
1.834,1000,20,1,1,1000
1.934,1000,20,1,1,1000
2.035,1000,20,1,1,1000
2.134,1000,20,1,1,1000
2.234,1000,20,1,1,1000
2.334,1000,20,1,1,1000
2.435,1000,20,1,1,1000
2.533,1000,20,1,1,1000
2.633,1000,20,1,1,1000
2.733,1000,20,1,1,1000
2.832,1000,20,1,1,1000
2.933,1000,20,1,1,1000
3.032,1000,20,1,1,1000
3.133,1000,20,1,1,1000
3.233,1000,20,1,1,1000
3.333,1000,20,1,1,1000
3.433,1000,20,1,1,1000
3.533,1000,20,1,1,1000
3.632,1000,20,1,1,1000
3.733,1000,20,1,1,1000
3.833,1000,20,1,1,1000
3.933,1000,20,1,1,1000
4.033,1000,20,1,1,1000
4.133,1000,20,1,1,1000
4.233,1000,20,1,1,1000
4.334,1000,20,1,1,1000
4.434,1000,20,1,1,1000
4.535,1000,20,1,1,1000
4.633,1000,20,1,1,1000
4.733,1000,20,1,1,1000
4.834,1000,20,1,1,1000
4.933,1000,20,1,1,1000
5.034,1000,20,1,1,1000
5.134,1000,20,1,1,1000
5.233,1000,20,1,1,1000
5.335,1000,20,1,1,1000
5.433,1000,20,1,1,1000
5.535,1000,20,1,1,1000
5.635,1000,20,1,1,1000
5.734,1000,20,1,1,1000
5.834,1000,20,1,1,1000
5.934,1000,20,1,1,1000
6.033,1000,20,1,1,1000
6.134,1000,20,1,1,1000
6.234,1000,20,1,1,1000
6.333,1000,20,1,1,1000
6.433,1000,20,1,1,1000
6.534,1000,20,1,1,1000
6.632,1000,20,1,1,1000
6.734,1000,20,1,1,1000
6.834,1000,20,1,1,1000
6.934,1000,20,1,1,1000
7.034,1000,20,1,1,1000
7.135,1000,20,1,1,1000
7.234,1000,20,1,1,1000
7.334,1000,20,1,1,1000
7.435,1000,20,1,1,1000
7.535,1000,20,1,1,1000
7.634,1000,20,1,1,1000
7.734,1000,20,1,1,1000
7.835,1000,20,1,1,1000
7.936,1000,20,1,1,1000
8.035,1000,20,1,1,1000
8.133,1000,20,1,1,1000
8.233,1000,20,1,1,1000
8.333,1000,20,1,1,1000
8.433,1000,20,1,1,1000
8.533,1000,20,1,1,1000
8.633,1000,20,1,1,1000
8.733,1000,20,1,1,1000
8.833,1000,20,1,1,1000
8.932,1000,20,1,1,1000
9.032,1000,20,1,1,1000
9.133,1000,20,1,1,1000
9.233,1000,20,1,1,1000
9.334,1000,20,1,1,1000
9.434,1000,20,1,1,1000
9.533,1000,20,1,1,1000
9.634,1000,20,1,1,1000
9.786,1000,20,1,1,1000
9.855,1000,20,1,1,1000
9.934,1000,20,1,1,1000
10.033,1000,20,1,1,1000
10.133,1000,20,1,1,1000
10.234,1000,20,1,1,1000
10.334,1000,20,1,1,1000
10.434,1000,20,1,1,1000
10.533,1000,20,1,1,1000
10.633,1000,20,1,1,1000
10.733,1000,20,1,1,1000
10.833,1000,20,1,1,1000
10.935,1000,20,1,1,1000
11.033,1000,20,1,1,1000
11.134,1000,20,1,1,1000
11.233,1000,20,1,1,1000
11.333,1000,20,1,1,1000
11.433,1000,20,1,1,1000
11.534,1000,20,1,1,1000
11.633,1000,20,1,1,1000
11.734,1000,20,1,1,1000
11.833,1000,20,1,1,1000
11.933,1000,20,1,1,1000
12.033,1000,20,1,1,1000
12.133,1000,20,1,1,1000
12.235,1000,20,1,1,1000
12.333,1000,20,1,1,1000
12.433,1000,20,1,1,1000
12.534,1000,20,1,1,1000
12.632,1000,20,1,1,1000
12.733,1000,20,1,1,1000
12.833,1000,20,1,1,1000
12.932,1000,20,1,1,1000
13.032,1000,20,1,1,1000
13.133,1000,20,1,1,1000
13.235,1000,20,1,1,1000
13.333,1000,20,1,1,1000
13.433,1000,20,1,1,1000
13.533,1000,20,1,1,1000
13.633,1000,20,1,1,1000
13.734,1000,20,1,1,1000
13.833,1000,20,1,1,1000
13.935,1000,20,1,1,1000
14.033,1000,20,1,1,1000
14.134,1000,20,1,1,1000
14.235,1000,20,1,1,1000
14.335,1000,20,1,1,1000
14.434,1000,20,1,1,1000
14.535,1000,20,1,1,1000
14.634,1000,20,1,1,1000
14.735,1000,20,1,1,1000
14.835,1000,20,1,1,1000
14.934,1000,20,1,1,1000
15.033,1000,20,1,1,1000
15.134,1000,20,1,1,1000
15.233,1000,20,1,1,1000
15.335,1000,20,1,1,1000
15.435,1000,20,1,1,1000
15.535,1000,20,1,1,1000
15.633,1000,20,1,1,1000
15.733,1000,20,1,1,1000
15.834,1000,20,1,1,1000
15.934,1000,20,1,1,1000
16.033,1000,20,1,1,1000
16.133,1000,20,1,1,1000
16.235,1000,20,1,1,1000
16.334,1000,20,1,1,1000
16.434,1000,20,1,1,1000
16.535,1000,20,1,1,1000
16.633,1000,20,1,1,1000
16.734,1000,20,1,1,1000
16.834,1000,20,1,1,1000
16.934,1000,20,1,1,1000
17.034,1000,20,1,1,1000
17.134,1000,20,1,1,1000
17.235,1000,20,1,1,1000
17.333,1000,20,1,1,1000
17.434,1000,20,1,1,1000
17.535,1000,20,1,1,1000
17.635,1000,20,1,1,1000
17.736,1000,20,1,1,1000
17.835,1000,20,1,1,1000
17.933,1000,20,1,1,1000
18.041,1000,20,1,1,1000
18.134,1000,20,1,1,1000
18.233,1000,20,1,1,1000
18.332,1000,20,1,1,1000
18.432,1000,20,1,1,1000
18.487,1000,20,1,1,1000
18.588,1000,20,1,1,1000
18.687,1000,20,1,1,1000
18.787,1000,20,1,1,1000
18.895,1000,20,1,1,1000
19.012,1000,20,1,1,1000
19.098,1000,20,1,1,1000
19.203,1000,20,1,1,1000
19.306,1000,20,1,1,1000
19.421,1000,20,1,1,1000
19.49,1000,20,1,1,1000
19.587,1000,20,1,1,1000
19.699,1000,20,1,1,1000
19.796,1000,20,1,1,1000
19.889,1000,20,1,1,1000
19.991,1000,20,1,1,1000
20.087,1000,20,1,1,1000
20.187,1000,20,1,1,1000
20.287,1000,20,1,1,1000
20.387,1000,20,1,1,1000
20.486,1000,20,1,1,1000
20.586,1000,20,1,1,1000
20.686,1000,20,1,1,1000
20.787,1000,20,1,1,1000
20.886,1000,20,1,1,1000
20.987,1000,20,1,1,1000
21.086,1000,20,1,1,1000
21.187,1000,20,1,1,1000
21.29,1000,20,1,1,1000
21.388,1000,20,1,1,1000
21.487,1000,20,1,1,1000
21.588,1000,20,1,1,1000
21.688,1000,20,1,1,1000
21.791,1000,20,1,1,1000
21.887,1000,20,1,1,1000
21.987,1000,20,1,1,1000
22.087,1000,20,1,1,1000
22.186,1000,20,1,1,1000
22.287,1000,20,1,1,1000
22.388,1000,20,1,1,1000
22.487,1000,20,1,1,1000
22.587,1000,20,1,1,1000
22.687,1000,20,1,1,1000
22.787,1000,20,1,1,1000
22.888,1000,20,1,1,1000
22.987,1000,20,1,1,1000
23.088,1000,20,1,1,1000
23.187,1000,20,1,1,1000
23.287,1000,20,1,1,1000
23.387,1000,20,1,1,1000
23.487,1000,20,1,1,1000
23.587,1000,20,1,1,1000
23.687,1000,20,1,1,1000
23.788,1000,20,1,1,1000
23.886,1000,20,1,1,1000
23.987,1000,20,1,1,1000
24.089,1000,20,1,1,1000
24.19,1000,20,1,1,1000
24.288,1000,20,1,1,1000
24.388,1000,20,1,1,1000
24.487,1000,20,1,1,1000
24.587,1000,20,1,1,1000
24.687,1000,20,1,1,1000
24.788,1000,20,1,1,1000
24.888,1000,20,1,1,1000
24.987,1000,20,1,1,1000
25.088,1000,20,1,1,1000
25.187,1000,20,1,1,1000
25.288,1000,20,1,1,1000
25.387,1000,20,1,1,1000
25.487,1000,20,1,1,1000
25.587,1000,20,1,1,1000
25.686,1000,20,1,1,1000
25.79,1000,20,1,1,1000
25.886,1000,20,1,1,1000
25.987,1000,20,1,1,1000
26.087,1000,20,1,1,1000
26.19,1000,20,1,1,1000
26.287,1000,20,1,1,1000
26.386,1000,20,1,1,1000
26.487,1000,20,1,1,1000
26.587,1000,20,1,1,1000
26.687,1000,20,1,1,1000
26.786,1000,20,1,1,1000
26.887,1000,20,1,1,1000
26.988,1000,20,1,1,1000
27.087,1000,20,1,1,1000
27.187,1000,20,1,1,1000
27.287,1000,20,1,1,1000
27.387,1000,20,1,1,1000
27.488,1000,20,1,1,1000
27.587,1000,20,1,1,1000
27.688,1000,20,1,1,1000
27.788,1000,20,1,1,1000
27.887,1000,20,1,1,1000
27.987,1000,20,1,1,1000
28.087,1000,20,1,1,1000
28.187,1000,20,1,1,1000
28.289,1000,20,1,1,1000
28.387,1000,20,1,1,1000
28.488,1000,20,1,1,1000
28.588,1000,20,1,1,1000
28.687,1000,20,1,1,1000
28.787,1000,20,1,1,1000
28.887,1000,20,1,1,1000
28.987,1000,20,1,1,1000
29.087,1000,20,1,1,1000
29.187,1000,20,1,1,1000
29.287,1000,20,1,1,1000
29.387,1000,20,1,1,1000
29.487,1000,20,1,1,1000
29.587,1000,20,1,1,1000
29.687,1000,20,1,1,1000
29.787,1000,20,1,1,1000
29.887,0,20,1,0,992
29.986,0,20,1,0,899
30.086,0,20,1,0,712
30.186,0,20,1,0,452
30.287,0,20,1,0,137
30.387,0,20,1,0,15
30.486,0,20,1,1,0
30.586,0,20,1,1,0
30.686,0,20,1,1,0
30.786,0,20,1,1,0
30.887,0,20,1,1,0
30.988,0,20,1,1,0
31.087,0,20,1,1,0
31.187,0,20,1,1,0
31.287,0,20,1,1,0
31.387,0,20,1,1,0
31.488,0,20,1,1,0
31.587,0,20,1,1,0
31.687,0,20,1,1,0
31.787,0,20,1,1,0
31.887,0,20,1,1,0
31.987,0,20,1,1,0
32.087,0,20,1,1,0
32.187,0,20,1,1,0
32.287,0,20,1,1,0
32.387,0,20,1,1,0
32.487,0,20,1,1,0
32.587,0,20,1,1,0
32.687,0,20,1,1,0
32.787,0,20,1,1,0
32.887,1000,20,1,0,82
32.987,1000,20,1,0,340
33.087,1000,20,1,0,672
33.187,1000,20,1,0,950
33.287,1000,20,1,1,1000
33.388,1000,20,1,1,1000
33.487,1000,20,1,1,1000
33.587,1000,20,1,1,1000
33.687,1000,20,1,1,1000
33.787,1000,20,1,1,1000
33.887,1000,20,1,1,1000
33.987,1000,20,1,1,1000
34.087,1000,20,1,1,1000
34.187,1000,20,1,1,1000
34.288,1000,20,1,1,1000
34.387,1000,20,1,1,1000
34.487,1000,20,1,1,1000
34.587,1000,20,1,1,1000
34.687,1000,20,1,1,1000
34.787,1000,20,1,1,1000
34.888,1000,20,1,1,1000
34.987,1000,20,1,1,1000
35.087,1000,20,1,1,1000
35.187,1000,20,1,1,1000
35.287,1000,20,1,1,1000
35.387,1000,20,1,1,1000
35.487,1000,20,1,1,1000
35.587,1000,20,1,1,1000
35.688,1000,20,1,1,1000
35.788,1000,20,1,1,1000
35.887,1000,20,1,1,1000
35.987,1000,20,1,1,1000
36.086,1000,20,1,1,1000
36.187,1000,20,1,1,1000
36.287,1000,20,1,1,1000
36.387,1000,20,1,1,1000
36.486,1000,20,1,1,1000
36.587,1000,20,1,1,1000
36.686,1000,20,1,1,1000
36.787,1000,20,1,1,1000
36.887,1000,20,1,1,1000
36.987,1000,20,1,1,1000
37.087,1000,20,1,1,1000
37.187,1000,20,1,1,1000
37.288,1000,20,1,1,1000
37.387,1000,20,1,1,1000
37.488,1000,20,1,1,1000
37.588,1000,20,1,1,1000
37.688,1000,20,1,1,1000
37.788,1000,20,1,1,1000
37.887,1000,20,1,1,1000
37.988,1000,20,1,1,1000
38.089,1000,20,1,1,1000
38.188,1000,20,1,1,1000
38.287,1000,20,1,1,1000
38.387,1000,20,1,1,1000
38.487,1000,20,1,1,1000
38.588,1000,20,1,1,1000
38.687,1000,20,1,1,1000
38.788,1000,20,1,1,1000
38.887,1000,20,1,1,1000
38.988,1000,20,1,1,1000
39.087,1000,20,1,1,1000
39.188,1000,20,1,1,1000
39.288,1000,20,1,1,1000
39.387,1000,20,1,1,1000
39.488,1000,20,1,1,1000
39.587,1000,20,1,1,1000
39.687,1000,20,1,1,1000
39.787,1000,20,1,1,1000
39.887,0,20,1,0,964
39.987,0,20,1,0,801
40.088,0,20,1,0,546
40.188,0,20,1,0,239
40.288,0,20,1,0,36
40.388,0,20,1,1,0
40.487,0,20,1,1,0
40.587,0,20,1,1,0
40.687,0,20,1,1,0
40.787,0,20,1,1,0
40.887,0,20,1,1,0
40.988,0,20,1,1,0
41.088,0,20,1,1,0
41.188,0,20,1,1,0
41.287,0,20,1,1,0
41.388,0,20,1,1,0
41.487,0,20,1,1,0
41.587,0,20,1,1,0
41.688,0,20,1,1,0
41.788,0,20,1,1,0
41.887,0,20,1,1,0
41.987,0,20,1,1,0
42.087,0,20,1,1,0
42.187,0,20,1,1,0
42.288,0,20,1,1,0
42.387,0,20,1,1,0
42.487,0,20,1,1,0
42.587,0,20,1,1,0
42.687,0,20,1,1,0
42.787,0,20,1,1,0
42.887,0,20,1,1,0
42.987,0,20,1,1,0
43.087,0,20,1,1,0
43.188,0,20,1,1,0
43.29,0,20,1,1,0
43.391,0,20,1,1,0
43.488,0,20,1,1,0
43.59,1000,20,1,0,67
43.688,1000,20,1,0,311
43.788,1000,20,1,0,646
43.888,1000,20,1,0,939
43.988,1000,20,1,0,991
44.088,1000,20,1,1,1000
44.192,1000,20,1,1,1000
44.289,1000,20,1,1,1000
44.389,1000,20,1,1,1000
44.487,1000,20,1,1,1000
44.588,1000,20,1,1,1000
44.687,1000,20,1,1,1000
44.787,1000,20,1,1,1000
44.888,1000,20,1,1,1000
44.988,1000,20,1,1,1000
45.088,1000,20,1,1,1000
45.187,1000,20,1,1,1000
45.289,1000,20,1,1,1000
45.388,1000,20,1,1,1000
45.488,1000,20,1,1,1000
45.587,1000,20,1,1,1000
45.687,1000,20,1,1,1000
45.787,1000,20,1,1,1000
45.888,1000,20,1,1,1000
45.988,1000,20,1,1,1000
46.088,1000,20,1,1,1000
46.188,1000,20,1,1,1000
46.287,1000,20,1,1,1000
46.388,1000,20,1,1,1000
46.487,1000,20,1,1,1000
46.587,1000,20,1,1,1000
46.687,1000,20,1,1,1000
46.788,1000,20,1,1,1000
46.888,1000,20,1,1,1000
46.988,1000,20,1,1,1000
47.088,1000,20,1,1,1000
47.188,1000,20,1,1,1000
47.287,1000,20,1,1,1000
47.387,1000,20,1,1,1000
47.488,1000,20,1,1,1000
47.587,1000,20,1,1,1000
47.687,1000,20,1,1,1000
47.787,1000,20,1,1,1000
47.888,1000,20,1,1,1000
47.987,1000,20,1,1,1000
48.087,1000,20,1,1,1000
48.188,1000,20,1,1,1000
48.289,1000,20,1,1,1000
48.387,1000,20,1,1,1000
48.488,1000,20,1,1,1000
48.588,1000,20,1,1,1000
48.688,1000,20,1,1,1000
48.788,1000,20,1,1,1000
48.888,1000,20,1,1,1000
48.989,1000,20,1,1,1000
49.088,1000,20,1,1,1000
49.188,1000,20,1,1,1000
49.287,1000,20,1,1,1000
49.388,1000,20,1,1,1000
49.487,1000,20,1,1,1000
49.587,1000,20,1,1,1000
49.687,1000,20,1,1,1000
49.787,1000,20,1,1,1000
49.887,1000,20,1,1,1000
49.988,1000,20,1,1,1000
50.087,1000,20,1,1,1000
50.187,1000,20,1,1,1000
50.287,1000,20,1,1,1000
50.388,1000,20,1,1,1000
50.487,1000,20,1,1,1000
50.587,1000,20,1,1,1000
50.643,1000,20,1,1,1000
50.736,1000,20,1,1,1000
50.835,1000,20,1,1,1000
50.936,1000,20,1,1,1000
51.036,1000,20,1,1,1000
51.136,1000,20,1,1,1000
51.235,1000,20,1,1,1000
51.336,1000,20,1,1,1000
51.436,1000,20,1,1,1000
51.535,1000,20,1,1,1000
51.636,1000,20,1,1,1000
51.736,1000,20,1,1,1000
51.836,1000,20,1,1,1000
51.935,1000,20,1,1,1000
52.035,1000,20,1,1,1000
52.136,1000,20,1,1,1000
52.236,1000,20,1,1,1000
52.336,1000,20,1,1,1000
52.435,1000,20,1,1,1000
52.536,1000,20,1,1,1000
52.635,1000,20,1,1,1000
52.735,1000,20,1,1,1000
52.836,1000,20,1,1,1000
52.936,1000,20,1,1,1000
53.035,1000,20,1,1,1000
53.136,1000,20,1,1,1000
53.235,1000,20,1,1,1000
53.336,1000,20,1,1,1000
53.436,1000,20,1,1,1000
53.536,1000,20,1,1,1000
53.636,1000,20,1,1,1000
53.736,1000,20,1,1,1000
53.836,1000,20,1,1,1000
53.936,1000,20,1,1,1000
54.035,1000,20,1,1,1000
54.135,1000,20,1,1,1000
54.235,1000,20,1,1,1000
54.335,1000,20,1,1,1000
54.435,1000,20,1,1,1000
54.535,1000,20,1,1,1000
54.636,1000,20,1,1,1000
54.735,1000,20,1,1,1000
54.835,1000,20,1,1,1000
54.935,1000,20,1,1,1000
55.036,1000,20,1,1,1000
55.135,1000,20,1,1,1000
55.235,1000,20,1,1,1000
55.334,1000,20,1,1,1000
55.435,1000,20,1,1,1000
55.535,1000,20,1,1,1000
55.635,1000,20,1,1,1000
55.736,1000,20,1,1,1000
55.835,1000,20,1,1,1000
55.936,1000,20,1,1,1000
56.035,1000,20,1,1,1000
56.136,1000,20,1,1,1000
56.236,1000,20,1,1,1000
56.335,1000,20,1,1,1000
56.436,1000,20,1,1,1000
56.536,1000,20,1,1,1000
56.635,1000,20,1,1,1000
56.736,1000,20,1,1,1000
56.836,1000,20,1,1,1000
56.936,1000,20,1,1,1000
57.035,1000,20,1,1,1000
57.135,1000,20,1,1,1000
57.235,1000,20,1,1,1000
57.336,1000,20,1,1,1000
57.436,1000,20,1,1,1000
57.535,1000,20,1,1,1000
57.636,1000,20,1,1,1000
57.735,1000,20,1,1,1000
57.836,1000,20,1,1,1000
57.934,1000,20,1,1,1000
58.034,1000,20,1,1,1000
58.135,1000,20,1,1,1000
58.234,1000,20,1,1,1000
58.335,1000,20,1,1,1000
58.435,1000,20,1,1,1000
58.536,1000,20,1,1,1000
58.635,1000,20,1,1,1000
58.735,1000,20,1,1,1000
58.835,1000,20,1,1,1000
58.936,0,20,1,0,998
59.035,0,20,1,0,971
59.135,0,20,1,0,943
59.235,0,20,1,2,943
59.336,0,20,1,2,943
59.435,0,20,1,2,943
59.535,0,20,1,2,942
59.636,0,20,1,2,942
59.735,0,20,1,2,942
59.835,0,20,1,2,942
59.936,0,20,1,2,942
60.035,0,20,1,2,942
60.137,0,20,1,2,942
60.236,0,20,1,2,942
60.336,0,20,1,2,942
60.436,0,20,1,2,942
60.536,0,20,1,2,942
60.635,0,20,1,2,942
60.735,0,20,1,2,942
60.836,0,20,1,2,942
60.936,0,20,1,2,942
61.036,0,20,1,2,942
61.135,0,20,1,2,942
61.235,0,20,1,2,942
61.335,0,20,1,2,942
61.435,0,20,1,2,942
61.535,0,20,1,2,942
61.635,0,20,1,2,942
61.735,0,20,1,2,942
61.835,0,20,1,2,942
61.936,0,20,1,2,942
62.035,0,20,1,2,942
62.135,0,20,1,2,942
62.235,0,20,1,2,942
62.336,0,20,1,2,942
62.435,0,20,1,2,942
62.536,0,20,1,2,942
62.635,0,20,1,2,942
62.735,0,20,1,2,942
62.836,0,20,1,2,942
62.936,0,20,1,2,942
63.036,0,20,1,2,942
63.135,0,20,1,2,942
63.235,0,20,1,2,942
63.337,0,20,1,2,942
63.435,0,20,1,2,942
63.535,0,20,1,2,942
63.635,0,20,1,2,942
63.735,0,20,1,2,942
63.835,0,20,1,2,942
63.935,0,20,1,2,942
64.036,0,20,1,2,942
64.136,0,20,1,2,942
64.235,0,20,1,2,941
64.336,0,20,1,2,941
64.435,0,20,1,2,941
64.536,0,20,1,2,941
64.636,0,20,1,2,941
64.736,0,20,1,2,941
64.836,0,20,1,2,936
64.935,0,20,1,2,932
65.035,0,20,1,2,931
65.136,0,20,1,2,931
65.236,0,20,1,2,931
65.335,0,20,1,2,931
65.435,0,20,1,2,928
65.535,0,20,1,2,925
65.635,0,20,1,2,923
65.735,0,20,1,2,878
65.836,0,20,1,2,702
65.935,0,20,1,2,442
66.036,0,20,1,0,311
66.135,0,20,1,0,98
66.235,0,20,1,0,12
66.336,0,20,1,1,0
66.436,0,20,1,3,0
66.536,0,20,1,3,0
66.635,0,20,1,3,0
66.736,0,20,1,3,0
66.835,0,20,1,3,0
66.936,0,20,1,3,0
67.035,0,20,1,3,0
67.135,0,20,1,3,0
67.236,0,20,1,3,0
67.336,0,20,1,3,0
67.436,0,20,1,3,0
67.535,0,20,1,3,0
67.635,0,20,1,3,0
67.736,0,20,1,3,0
67.836,0,20,1,3,0
67.936,0,20,1,3,0
68.035,0,20,1,3,0
68.136,0,20,1,3,0
68.236,0,20,1,3,0
68.336,0,20,1,3,0
68.436,0,20,1,3,0
68.536,0,20,1,3,0
68.635,0,20,1,3,0
68.735,0,20,1,3,0
68.835,0,20,1,3,0
68.935,0,20,1,3,0
69.035,0,20,1,3,0
69.135,0,20,1,3,0
69.235,0,20,1,3,0
69.336,0,20,1,3,0
69.435,0,20,1,3,0
69.535,0,20,1,3,0
69.635,0,20,1,3,0
69.736,0,20,1,3,0
69.836,0,20,1,3,0
69.935,0,20,1,3,0
70.036,0,20,1,3,0
70.136,1000,20,1,3,74
70.235,1000,20,1,3,328
70.336,1000,20,1,3,668
70.435,1000,20,1,0,949
70.536,1000,20,1,0,993
70.635,1000,20,1,1,1000
70.736,1000,20,1,1,1000
70.836,1000,20,1,1,1000
70.936,1000,20,1,1,1000
71.036,1000,20,1,1,1000
71.135,1000,20,1,1,1000
71.235,1000,20,1,1,1000
71.335,1000,20,1,1,1000
71.439,1000,20,1,1,1000
71.535,1000,20,1,1,1000
71.636,1000,20,1,1,1000
71.736,1000,20,1,1,1000
71.837,1000,20,1,1,1000
71.936,1000,20,1,1,1000
72.036,1000,20,1,1,1000
72.136,1000,20,1,1,1000
72.236,1000,20,1,1,1000
72.335,1000,20,1,1,1000
72.436,1000,20,1,1,1000
72.536,1000,20,1,1,1000
72.636,1000,20,1,1,1000
72.735,1000,20,1,1,1000
72.835,1000,20,1,1,1000
72.936,1000,20,1,1,1000
73.035,1000,20,1,1,1000
73.135,1000,20,1,1,1000
73.236,1000,20,1,1,1000
73.335,1000,20,1,1,1000
73.435,1000,20,1,1,1000
73.536,1000,20,1,1,1000
73.635,1000,20,1,1,1000
73.736,1000,20,1,1,1000
73.836,1000,20,1,1,1000
73.935,1000,20,1,1,1000
74.035,1000,20,1,1,1000
74.136,1000,20,1,1,1000
74.236,1000,20,1,1,1000
74.335,1000,20,1,1,1000
74.436,1000,20,1,1,1000
74.536,1000,20,1,1,1000
74.636,1000,20,1,1,1000
74.736,1000,20,1,1,1000
74.835,1000,20,1,1,1000
74.936,1000,20,1,1,1000
75.039,0,20,1,0,992
75.136,0,20,1,0,944
75.235,0,20,1,2,917
75.335,0,20,1,2,917
75.436,0,20,1,2,917
75.536,0,20,1,2,917
75.635,0,20,1,2,917
75.735,0,20,1,2,917
75.835,0,20,1,2,917
75.936,0,20,1,2,917
76.035,0,20,1,2,917
76.136,0,20,1,2,917
76.235,0,20,1,2,917
76.335,0,20,1,2,917
76.436,0,20,1,2,917
76.536,0,20,1,2,917
76.636,0,20,1,2,917
76.736,0,20,1,2,917
76.836,0,20,1,2,917
76.935,0,20,1,2,917
77.035,0,20,1,2,917
77.135,0,20,1,2,917
77.236,0,20,1,2,917
77.336,0,20,1,2,917
77.435,0,20,1,2,917
77.536,0,20,1,2,917
77.636,0,20,1,2,917
77.735,0,20,1,2,917
77.836,0,20,1,2,917
77.935,0,20,1,2,917
78.035,0,20,1,2,917
78.136,0,20,1,2,917
78.235,0,20,1,2,917
78.335,0,20,1,2,917
78.435,0,20,1,2,917
78.535,0,20,1,2,917
78.635,0,20,1,2,917
78.735,0,20,1,2,917
78.835,0,20,1,2,917
78.935,0,20,1,2,917
79.035,0,20,1,2,917
79.136,0,20,1,2,917
79.235,0,20,1,2,917
79.335,0,20,1,2,917
79.435,0,20,1,2,917
79.535,0,20,1,2,917
79.636,1000,20,1,0,934
79.735,1000,20,1,0,984
79.835,1000,20,1,0,995
79.935,1000,20,1,1,1000
80.037,1000,20,1,1,1000
80.137,1000,20,1,1,1000
80.235,1000,20,1,1,1000
80.336,1000,20,1,1,1000
80.435,1000,20,1,1,1000
80.536,1000,20,1,1,1000
80.636,1000,20,1,1,1000
80.736,1000,20,1,1,1000
80.836,1000,20,1,1,1000
80.935,1000,20,1,1,1000
81.036,1000,20,1,1,1000
81.135,1000,20,1,1,1000
81.235,1000,20,1,1,1000
81.336,1000,20,1,1,1000
81.436,1000,20,1,1,1000
81.535,1000,20,1,1,1000
81.636,1000,20,1,1,1000
81.735,1000,20,1,1,1000
81.836,1000,20,1,1,1000
81.936,1000,20,1,1,1000
82.035,1000,20,1,1,1000
82.136,1000,20,1,1,1000
82.236,1000,20,1,1,1000
82.336,1000,20,1,1,1000
82.434,1000,20,1,1,1000
82.536,1000,20,1,1,1000
82.635,1000,20,1,1,1000
82.736,1000,20,1,1,1000
82.836,1000,20,1,1,1000
82.891,1000,20,1,1,1000
82.98,1000,20,1,1,1000
83.08,1000,20,1,1,1000
83.18,1000,20,1,1,1000
83.28,1000,20,1,1,1000
83.38,1000,20,1,1,1000
83.48,1000,20,1,1,1000
83.58,1000,20,1,1,1000
83.68,1000,20,1,1,1000
83.78,1000,20,1,1,1000
83.88,1000,20,1,1,1000
83.98,1000,20,1,1,1000
84.08,1000,20,1,1,1000
84.18,1000,20,1,1,1000
84.28,1000,20,1,1,1000
84.38,1000,20,1,1,1000
84.481,1000,20,1,1,1000
84.58,1000,20,1,1,1000
84.68,1000,20,1,1,1000
84.78,1000,20,1,1,1000
84.879,1000,20,1,1,1000
84.98,1000,20,1,1,1000
85.08,1000,20,1,1,1000
85.18,1000,20,1,1,1000
85.28,1000,20,1,1,1000
85.381,1000,20,1,1,1000
85.48,1000,20,1,1,1000
85.58,1000,20,1,1,1000
85.68,1000,20,1,1,1000
85.78,1000,20,1,1,1000
85.88,1000,20,1,1,1000
85.98,1000,20,1,1,1000
86.08,1000,20,1,1,1000
86.18,1000,20,1,1,1000
86.28,1000,20,1,1,1000
86.38,1000,20,1,1,1000
86.48,1000,20,1,1,1000
86.581,1000,20,1,1,1000
86.68,1000,20,1,1,1000
86.78,1000,20,1,1,1000
86.88,1000,20,1,1,1000
86.98,1000,20,1,1,1000
87.08,1000,20,1,1,1000
87.18,1000,20,1,1,1000
87.28,1000,20,1,1,1000
87.38,1000,20,1,1,1000
87.48,1000,20,1,1,1000
87.58,1000,20,1,1,1000
87.681,1000,20,1,1,1000
87.78,1000,20,1,1,1000
87.88,1000,20,1,1,1000
87.98,1000,20,1,1,1000
88.08,1000,20,1,1,1000
88.181,1000,20,1,1,1000
88.28,1000,20,1,1,1000
88.38,1000,20,1,1,1000
88.479,1000,20,1,1,1000
88.579,1000,20,1,1,1000
88.681,1000,20,1,1,1000
88.78,1000,20,1,1,1000
88.88,1000,20,1,1,1000
88.979,1000,20,1,1,1000
89.08,1000,20,1,1,1000
89.18,1000,20,1,1,1000
89.28,1000,20,1,1,1000
89.38,1000,20,1,1,1000
89.48,1000,20,1,1,1000
89.58,1000,20,1,1,1000
89.679,1000,20,1,1,1000
89.78,1000,20,1,1,1000
89.88,1000,20,1,1,1000
89.98,1000,20,1,1,1000
90.08,1000,20,1,1,1000
