t_s,commanded_position,force_pct,initialised,grip_state,position
26.99,1000,20,1,1,1000
27.188,1000,20,1,1,1000
27.388,1000,20,1,1,1000
27.587,1000,20,1,1,1000
27.796,0,20,1,0,993
27.987,0,20,1,0,640
28.187,0,20,1,0,148
28.386,0,20,1,2,142
28.586,0,20,1,2,138
28.786,0,20,1,2,135
28.987,1000,20,1,0,265
29.187,1000,20,1,0,834
29.386,1000,20,1,0,995
29.588,1000,20,1,1,1000
29.786,1000,20,1,1,1000
29.986,0,20,1,0,992
30.187,0,20,1,0,670
30.386,0,20,1,0,189
30.587,0,20,1,2,181
30.787,0,20,1,2,178
30.987,0,20,1,2,175
31.187,0,20,1,2,175
31.387,0,20,1,2,0
31.586,0,20,1,1,0
31.787,0,20,1,1,0
31.996,1000,20,1,3,7
32.186,1000,20,1,3,478
32.386,1000,20,1,0,957
32.586,1000,20,1,1,1000
32.786,1000,20,1,1,1000
32.986,1000,20,1,1,1000
33.187,1000,20,1,1,1000
33.387,1000,20,1,1,1000
33.586,1000,20,1,1,1000
33.786,1000,20,1,1,1000
33.987,1000,20,1,1,1000
34.187,1000,20,1,1,1000
34.387,1000,20,1,1,1000
34.586,1000,20,1,1,1000
34.786,1000,20,1,1,1000
34.987,1000,20,1,1,1000
35.186,0,20,1,0,992
35.386,0,20,1,0,706
35.587,0,20,1,0,236
35.788,0,20,1,1,0
35.986,0,20,1,1,0
36.186,0,20,1,1,0
36.386,0,20,1,1,0
36.586,0,20,1,1,0
36.787,0,20,1,1,0
36.986,0,20,1,1,0
37.186,0,20,1,1,0
37.387,1000,20,1,0,10
37.586,1000,20,1,0,499
37.792,1000,20,1,1,1000
37.987,1000,20,1,1,1000
38.186,1000,20,1,1,1000
38.386,0,20,1,0,991
38.586,0,20,1,0,597
38.787,0,20,1,2,243
38.986,0,20,1,2,239
39.186,0,20,1,2,237
39.386,0,20,1,2,232
39.586,0,20,1,2,231
39.786,0,20,1,2,231
39.988,1000,20,1,0,231
40.187,1000,20,1,0,587
40.394,1000,20,1,0,981
40.587,1000,20,1,1,1000
40.786,1000,20,1,1,1000
40.986,1000,20,1,1,1000
41.186,1000,20,1,1,1000
41.386,1000,20,1,1,1000
41.586,1000,20,1,1,1000
41.787,1000,20,1,1,1000
41.985,1000,20,1,1,1000
42.187,1000,20,1,1,1000
42.387,1000,20,1,1,1000
42.586,1000,20,1,1,1000
42.787,1000,20,1,1,1000
42.986,1000,20,1,1,1000
43.186,1000,20,1,1,1000
43.386,1000,20,1,1,1000
43.586,1000,20,1,1,1000
43.786,1000,20,1,1,1000
43.986,1000,20,1,1,1000
44.186,1000,20,1,1,1000
44.386,1000,20,1,1,1000
44.585,1000,20,1,1,1000
44.787,1000,20,1,1,1000
44.985,1000,20,1,1,1000
45.186,1000,20,1,1,1000
45.386,1000,20,1,1,1000
45.586,1000,20,1,1,1000
45.786,1000,20,1,1,1000
45.986,1000,20,1,1,1000
46.186,1000,20,1,1,1000
46.387,1000,20,1,1,1000
46.586,1000,20,1,1,1000
46.786,1000,20,1,1,1000
46.986,1000,20,1,1,1000
47.186,1000,20,1,1,1000
47.387,1000,20,1,1,1000
47.587,1000,20,1,1,1000
47.786,1000,20,1,1,1000
47.987,1000,20,1,1,1000
48.187,1000,20,1,1,1000
48.386,1000,20,1,1,1000
48.586,1000,20,1,1,1000
48.787,1000,20,1,1,1000
48.987,1000,20,1,1,1000
49.187,1000,20,1,1,1000
49.387,1000,20,1,1,1000
49.587,1000,20,1,1,1000
49.787,1000,20,1,1,1000
49.988,1000,20,1,1,1000
50.187,1000,20,1,1,1000
50.4,1000,20,1,1,1000
50.588,1000,20,1,1,1000
50.788,1000,20,1,1,1000
50.987,1000,20,1,1,1000
51.187,1000,20,1,1,1000
51.387,1000,20,1,1,1000
51.587,1000,20,1,1,1000
51.787,1000,20,1,1,1000
51.986,1000,20,1,1,1000
52.187,1000,20,1,1,1000
52.386,1000,20,1,1,1000
52.587,1000,20,1,1,1000
52.787,1000,20,1,1,1000
52.986,1000,20,1,1,1000
53.187,1000,20,1,1,1000
53.388,1000,20,1,1,1000
53.587,1000,20,1,1,1000
53.786,1000,20,1,1,1000
53.987,0,20,1,0,880
54.187,0,20,1,0,659
54.387,0,20,1,2,635
54.587,0,20,1,2,628
54.788,0,20,1,2,628
54.987,0,20,1,2,628
55.187,0,20,1,2,627
55.387,0,20,1,2,627
55.588,0,20,1,2,626
55.787,0,20,1,2,626
55.988,0,20,1,2,624
56.187,0,20,1,2,624
56.388,1000,20,1,0,812
56.588,1000,20,1,0,993
56.789,1000,20,1,1,1000
56.989,1000,20,1,1,1000
57.188,1000,20,1,1,1000
57.388,1000,20,1,1,1000
57.549,1000,20,1,1,1000
57.749,1000,20,1,1,1000
57.949,1000,20,1,1,1000
58.149,1000,20,1,1,1000
58.35,1000,20,1,1,1000
58.549,0,20,1,0,889
58.754,0,20,1,0,657
58.954,0,20,1,2,656
59.149,0,20,1,2,654
59.349,0,20,1,2,651
59.552,0,20,1,2,611
59.748,0,20,1,2,610
59.948,0,20,1,2,604
60.148,0,20,1,2,531
60.348,0,20,1,2,524
60.549,0,20,1,2,204
60.749,0,20,1,1,0
60.954,0,20,1,1,0
61.154,0,20,1,3,0
61.349,0,20,1,3,0
61.55,0,20,1,3,0
61.749,0,20,1,3,0
61.95,0,20,1,3,0
62.158,0,20,1,3,0
62.348,0,20,1,3,0
62.548,0,20,1,3,0
62.75,0,20,1,3,0
62.95,0,20,1,3,0
63.15,1000,20,1,3,245
63.35,1000,20,1,3,897
63.548,1000,20,1,0,996
63.75,1000,20,1,1,1000
63.949,1000,20,1,1,1000
64.149,1000,20,1,1,1000
64.348,1000,20,1,1,1000
64.548,1000,20,1,1,1000
64.75,1000,20,1,1,1000
64.952,1000,20,1,1,1000
65.149,1000,20,1,1,1000
65.353,0,20,1,0,907
65.548,0,20,1,0,672
65.748,0,20,1,2,660
65.95,0,20,1,2,606
66.148,0,20,1,2,88
66.349,0,20,1,1,0
66.548,0,20,1,1,0
66.749,0,20,1,3,0
66.948,0,20,1,3,0
67.149,0,20,1,3,0
67.348,0,20,1,3,0
67.548,0,20,1,3,0
67.748,0,20,1,3,0
67.948,0,20,1,3,0
68.15,0,20,1,3,0
68.349,0,20,1,3,0
68.548,0,20,1,3,0
68.749,0,20,1,3,0
68.948,0,20,1,3,0
69.148,0,20,1,3,0
69.347,0,20,1,3,0
69.553,0,20,1,3,0
69.748,0,20,1,3,0
69.947,0,20,1,3,0
70.149,0,20,1,3,0
70.348,0,20,1,3,0
70.548,0,20,1,3,0
70.748,0,20,1,3,0
70.948,0,20,1,3,0
71.149,0,20,1,3,0
71.348,0,20,1,3,0
71.548,0,20,1,3,0
71.748,0,20,1,3,0
71.949,0,20,1,3,0
72.15,0,20,1,3,0
72.348,0,20,1,3,0
72.548,0,20,1,3,0
72.748,0,20,1,3,0
72.948,0,20,1,3,0
73.149,0,20,1,3,0
73.348,0,20,1,3,0
73.547,0,20,1,3,0
73.749,0,20,1,3,0
73.948,0,20,1,3,0
74.148,0,20,1,3,0
74.348,0,20,1,3,0
74.548,0,20,1,3,0
74.747,0,20,1,3,0
74.948,0,20,1,3,0
75.149,0,20,1,3,0
75.349,0,20,1,3,0
75.548,0,20,1,3,0
75.748,0,20,1,3,0
75.948,0,20,1,3,0
76.148,0,20,1,3,0
76.347,0,20,1,3,0
76.547,0,20,1,3,0
76.748,0,20,1,3,0
76.948,0,20,1,3,0
77.148,0,20,1,3,0
77.348,0,20,1,3,0
77.547,0,20,1,3,0
77.747,0,20,1,3,0
77.948,0,20,1,3,0
78.148,0,20,1,3,0
78.348,0,20,1,3,0
78.548,0,20,1,3,0
78.748,0,20,1,3,0
78.948,0,20,1,3,0
79.148,0,20,1,3,0
79.348,0,20,1,3,0
79.549,0,20,1,3,0
79.748,0,20,1,3,0
79.948,0,20,1,3,0
80.148,0,20,1,3,0
80.349,0,20,1,3,0
80.549,0,20,1,3,0
80.748,0,20,1,3,0
80.949,0,20,1,3,0
81.148,0,20,1,3,0
81.348,0,20,1,3,0
81.548,0,20,1,3,0
81.75,0,20,1,3,0
81.948,0,20,1,3,0
82.148,0,20,1,3,0
82.348,0,20,1,3,0
82.548,0,20,1,3,0
82.748,0,20,1,3,0
82.949,0,20,1,3,0
83.148,0,20,1,3,0
83.349,0,20,1,3,0
83.547,0,20,1,3,0
83.748,0,20,1,3,0
83.948,0,20,1,3,0
84.148,0,20,1,3,0
84.348,0,20,1,3,0
84.548,0,20,1,3,0
84.748,0,20,1,3,0
84.948,0,20,1,3,0
85.149,0,20,1,3,0
85.348,0,20,1,3,0
85.548,0,20,1,3,0
85.748,0,20,1,3,0
85.949,0,20,1,3,0
86.149,0,20,1,3,0
86.348,0,20,1,3,0
86.549,0,20,1,3,0
86.748,0,20,1,3,0
86.948,0,20,1,3,0
87.148,0,20,1,3,0
87.349,0,20,1,3,0
87.549,0,20,1,3,0
87.749,0,20,1,3,0
87.95,0,20,1,3,0
88.149,0,20,1,3,0
88.349,0,20,1,3,0
88.549,0,20,1,3,0
88.75,0,20,1,3,0
88.949,0,20,1,3,0
89.149,0,20,1,3,0
89.349,0,20,1,3,0
89.55,0,20,1,3,0
89.731,0,20,1,3,0
89.931,0,20,1,3,0
90.131,0,20,1,3,0
90.331,0,20,1,3,0
90.531,0,20,1,3,0
90.731,1000,20,1,3,295
90.931,1000,20,1,3,914
91.13,1000,20,1,0,996
91.33,1000,20,1,1,1000
91.529,1000,20,1,1,1000
91.73,1000,20,1,1,1000
91.93,1000,20,1,1,1000
92.129,1000,20,1,1,1000
92.33,1000,20,1,1,1000
92.529,1000,20,1,1,1000
92.73,1000,20,1,1,1000
92.929,1000,20,1,1,1000
93.131,1000,20,1,1,1000
93.33,1000,20,1,1,1000
93.529,1000,20,1,1,1000
93.73,1000,20,1,1,1000
93.929,1000,20,1,1,1000
94.131,1000,20,1,1,1000
94.33,1000,20,1,1,1000
94.529,1000,20,1,1,1000
94.73,1000,20,1,1,1000
94.929,0,20,1,0,974
95.13,0,20,1,2,933
95.329,0,20,1,2,933
95.529,0,20,1,2,933
95.728,0,20,1,2,933
95.928,0,20,1,2,933
96.129,0,20,1,2,933
96.329,0,20,1,2,933
96.528,0,20,1,2,933
96.73,0,20,1,2,933
96.928,0,20,1,2,933
97.128,0,20,1,2,932
97.329,0,20,1,2,932
97.529,0,20,1,2,932
97.729,0,20,1,2,932
97.929,1000,20,1,0,982
98.129,1000,20,1,1,1000
98.329,1000,20,1,1,1000
98.528,1000,20,1,1,1000
98.73,1000,20,1,1,1000
98.93,1000,20,1,1,1000
99.129,1000,20,1,1,1000
99.33,1000,20,1,1,1000
99.529,1000,20,1,1,1000
99.73,1000,20,1,1,1000
99.929,1000,20,1,1,1000
100.13,1000,20,1,1,1000
100.33,1000,20,1,1,1000
100.53,1000,20,1,1,1000
100.731,1000,20,1,1,1000
100.929,1000,20,1,1,1000
101.129,1000,20,1,1,1000
101.33,1000,20,1,1,1000
101.529,1000,20,1,1,1000
101.729,1000,20,1,1,1000
101.931,1000,20,1,1,1000
102.129,1000,20,1,1,1000
102.329,1000,20,1,1,1000
102.529,1000,20,1,1,1000
102.729,1000,20,1,1,1000
102.929,1000,20,1,1,1000
103.129,1000,20,1,1,1000
103.329,1000,20,1,1,1000
103.53,1000,20,1,1,1000
103.73,1000,20,1,1,1000
103.929,1000,20,1,1,1000
104.129,1000,20,1,1,1000
104.33,1000,20,1,1,1000
104.529,1000,20,1,1,1000
104.729,1000,20,1,1,1000
104.929,1000,20,1,1,1000
105.129,1000,20,1,1,1000
105.329,1000,20,1,1,1000
105.529,1000,20,1,1,1000
105.729,1000,20,1,1,1000
105.93,1000,20,1,1,1000
106.129,1000,20,1,1,1000
106.329,1000,20,1,1,1000
106.529,1000,20,1,1,1000
106.73,1000,20,1,1,1000
106.929,1000,20,1,1,1000
107.13,1000,20,1,1,1000
107.329,1000,20,1,1,1000
107.529,1000,20,1,1,1000
107.73,1000,20,1,1,1000
107.949,1000,20,1,1,1000
108.13,1000,20,1,1,1000
108.33,1000,20,1,1,1000
108.53,1000,20,1,1,1000
108.729,1000,20,1,1,1000
108.932,1000,20,1,1,1000
109.13,1000,20,1,1,1000
109.33,1000,20,1,1,1000
109.53,0,20,1,0,986
109.73,0,20,1,2,941
109.938,0,20,1,2,941
110.131,0,20,1,2,938
110.329,0,20,1,2,936
110.529,0,20,1,2,931
110.729,0,20,1,2,928
110.929,0,20,1,2,928
111.131,0,20,1,2,928
111.33,0,20,1,2,927
111.528,0,20,1,2,927
111.729,0,20,1,2,927
111.93,0,20,1,2,927
112.129,0,20,1,2,927
112.329,0,20,1,2,927
112.529,0,20,1,2,927
112.729,0,20,1,2,927
112.929,0,20,1,2,927
113.129,0,20,1,2,927
113.329,0,20,1,2,927
113.529,0,20,1,2,927
113.729,0,20,1,2,927
113.93,0,20,1,2,927
114.129,0,20,1,2,927
114.329,1000,20,1,0,960
114.529,1000,20,1,1,1000
114.729,1000,20,1,1,1000
114.929,1000,20,1,1,1000
115.129,1000,20,1,1,1000
115.329,1000,20,1,1,1000
115.53,1000,20,1,1,1000
115.729,1000,20,1,1,1000
115.929,1000,20,1,1,1000
116.13,1000,20,1,1,1000
116.329,1000,20,1,1,1000
116.53,1000,20,1,1,1000
116.73,1000,20,1,1,1000
116.929,1000,20,1,1,1000
117.129,1000,20,1,1,1000
117.329,1000,20,1,1,1000
117.53,1000,20,1,1,1000
117.729,1000,20,1,1,1000
117.929,1000,20,1,1,1000
118.129,1000,20,1,1,1000
118.329,1000,20,1,1,1000
118.529,1000,20,1,1,1000
118.729,1000,20,1,1,1000
118.93,1000,20,1,1,1000
119.13,1000,20,1,1,1000
119.329,1000,20,1,1,1000
119.53,1000,20,1,1,1000
119.729,1000,20,1,1,1000
119.93,1000,20,1,1,1000
120.129,1000,20,1,1,1000
120.329,1000,20,1,1,1000
120.529,1000,20,1,1,1000
120.73,1000,20,1,1,1000
120.93,1000,20,1,1,1000
121.129,1000,20,1,1,1000
121.329,1000,20,1,1,1000
121.529,1000,20,1,1,1000
121.729,1000,20,1,1,1000
121.774,1000,20,1,1,1000
121.974,1000,20,1,1,1000
122.174,1000,20,1,1,1000
122.374,1000,20,1,1,1000
122.575,1000,20,1,1,1000
122.775,1000,20,1,1,1000
122.975,1000,20,1,1,1000
123.174,1000,20,1,1,1000
123.376,1000,20,1,1,1000
123.574,1000,20,1,1,1000
123.775,1000,20,1,1,1000
123.975,1000,20,1,1,1000
124.175,1000,20,1,1,1000
124.375,1000,20,1,1,1000
124.575,1000,20,1,1,1000
124.775,1000,20,1,1,1000
124.975,1000,20,1,1,1000
125.174,1000,20,1,1,1000
125.375,1000,20,1,1,1000
125.575,1000,20,1,1,1000
125.774,1000,20,1,1,1000
125.974,1000,20,1,1,1000
126.175,1000,20,1,1,1000
126.375,1000,20,1,1,1000
126.574,1000,20,1,1,1000
126.774,1000,20,1,1,1000
126.975,1000,20,1,1,1000
127.174,1000,20,1,1,1000
127.374,1000,20,1,1,1000
127.574,1000,20,1,1,1000
127.775,1000,20,1,1,1000
127.975,1000,20,1,1,1000
128.174,1000,20,1,1,1000
128.374,1000,20,1,1,1000
128.574,1000,20,1,1,1000
128.774,1000,20,1,1,1000
128.974,1000,20,1,1,1000
129.175,1000,20,1,1,1000
129.374,1000,20,1,1,1000
129.574,1000,20,1,1,1000
129.774,1000,20,1,1,1000
129.975,1000,20,1,1,1000
130.175,1000,20,1,1,1000
130.375,1000,20,1,1,1000
130.575,1000,20,1,1,1000
130.774,1000,20,1,1,1000
130.974,1000,20,1,1,1000
131.175,1000,20,1,1,1000
131.374,1000,20,1,1,1000
131.575,1000,20,1,1,1000
131.774,1000,20,1,1,1000
131.974,1000,20,1,1,1000
